,pl_name,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_rad,st_raderr1,st_raderr2,st_radlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim
1031,HIP 97166 b,0.091,0.002,-0.002,0.0,0.8418,0.0123,-0.0102,0.0,5216.0,52.0,-52.0,0.0
1032,HIP 97166 c,0.124,0.002,-0.002,0.0,0.8418,0.0123,-0.0102,0.0,5216.0,52.0,-52.0,0.0
1033,HIP 97233 b,2.55,0.05,-0.05,0.0,5.34,0.55,-0.55,0.0,5020.0,100.0,-100.0,0.0
1034,HN Lib b,0.1417,0.0023,-0.0023,0.0,0.299,0.009,-0.009,0.0,3347.0,50.0,-50.0,0.0
1035,HR 2562 b,27.0,3.0,-3.0,0.0,1.334,0.027,-0.027,0.0,6597.0,81.0,-81.0,0.0
1036,HR 5183 b,25.0,19.0,-8.3,0.0,1.555268,0.036938,-0.036938,0.0,5833.8,99.91,-99.91,0.0
1037,HR 810 b,0.92,0.02,-0.02,0.0,1.13,0.02,-0.02,0.0,6167.0,24.0,-24.0,0.0
1038,HR 858 b,0.04888,0.00066,-0.00066,0.0,1.258,0.019,-0.019,0.0,6354.0,70.0,-70.0,0.0
1039,HR 858 c,0.0687,0.00092,-0.00092,0.0,1.258,0.019,-0.019,0.0,6354.0,70.0,-70.0,0.0
1040,HR 858 d,0.1027,0.0022,-0.0025,0.0,1.31,0.024,-0.022,0.0,6201.0,50.0,-50.0,0.0
1041,HR 8799 b,70.0,,,0.0,1.49338,0.049341,-0.050935,0.0,7204.58,83.84,-129.54,0.0
1042,HR 8799 c,38.0,,,0.0,1.49338,0.049341,-0.050935,0.0,7204.58,83.84,-129.54,0.0
1043,HR 8799 e,14.5,0.5,-0.5,0.0,1.49338,0.049341,-0.050935,0.0,7204.58,83.84,-129.54,0.0
1044,HS Psc b,0.0435,0.0017,-0.0017,0.0,0.65,0.07,-0.07,0.0,4203.0,116.0,-116.0,0.0
1045,IRAS 04125+2902 b,0.077,0.0069,-0.01,0.0,1.45,0.1,-0.1,0.0,4080.0,95.0,-95.0,0.0
1046,K2-10 b,0.137,0.0015,-0.0015,0.0,1.08,0.09,-0.09,0.0,5581.0,70.0,-70.0,0.0
1047,K2-100 b,0.0301,0.0014,-0.0014,0.0,1.24,0.05,-0.05,0.0,5945.0,110.0,-110.0,0.0
1048,K2-101 b,0.1124,0.0095,-0.0239,0.0,0.76,0.01,-0.01,0.0,4927.0,47.0,-46.0,0.0
1049,K2-104 b,0.0242,0.0022,-0.0055,0.0,0.48,0.01,-0.01,0.0,3712.0,54.0,-76.0,0.0
1050,K2-105 b,0.0796,0.0007,-0.0007,0.0,0.91,0.01,-0.01,0.0,5464.0,65.0,-65.0,0.0
1051,K2-107 b,0.048,0.005,-0.005,0.0,1.78,0.16,-0.16,0.0,6030.0,120.0,-120.0,0.0
1052,K2-108 b,0.0573,0.001,-0.001,0.0,1.75,0.14,-0.14,0.0,5474.0,60.0,-60.0,0.0
1053,K2-11 b,0.2257,0.0143,-0.0143,0.0,5.15,0.2,-4.39,0.0,5433.0,49.0,-144.0,0.0
1054,K2-110 b,0.10207,0.00083,-0.00083,0.0,0.713,0.02,-0.02,0.0,5010.0,50.0,-50.0,0.0
1055,K2-111 b,0.0621,0.0092,-0.0085,0.0,1.23,0.1,-0.1,0.0,5730.0,50.0,-50.0,0.0
1056,K2-111 c,0.1166,0.0025,-0.0025,0.0,1.25,0.02,-0.02,0.0,5775.0,60.0,-60.0,0.0
1057,K2-113 b,0.0642,0.0009,-0.0009,0.0,1.24,0.03,-0.03,0.0,5660.0,87.0,-87.0,0.0
1058,K2-114 b,0.0943,0.0014,-0.0012,0.0,0.824,0.024,-0.023,0.0,4920.0,68.0,-69.0,0.0
1059,K2-115 b,0.143,0.0012,-0.0012,0.0,0.88,0.01,-0.01,0.0,5657.0,60.0,-60.0,0.0
1060,K2-116 b,0.048,0.002,-0.002,0.0,0.6694,0.030496,-0.029561,0.0,4348.35,86.1,-87.78,0.0
1061,K2-117 b,0.019,0.001,-0.001,0.0,0.491598,0.028268,-0.028272,0.0,3842.12,82.26,-81.78,0.0
1062,K2-117 c,0.051,0.002,-0.002,0.0,0.491598,0.028268,-0.028272,0.0,3842.12,82.26,-81.78,0.0
1063,K2-118 b,0.245,0.008,-0.008,0.0,0.734626,0.046686,-0.043106,0.0,4726.29,142.64,-127.34,0.0
1064,K2-119 b,0.0698,0.0006,-0.0006,0.0,0.71,0.01,-0.01,0.0,4740.0,100.0,-100.0,0.0
1065,K2-12 b,0.0847,0.0043,-0.0043,0.0,1.31,0.34,-0.34,0.0,6177.0,308.0,-308.0,0.0
1066,K2-121 b,0.0629,0.0033,-0.0043,0.0,0.67,0.01,-0.01,0.0,4690.0,43.0,-41.0,0.0
1067,K2-122 b,0.0285,0.0002,-0.0002,0.0,0.6,0.01,-0.01,0.0,4027.0,45.0,-45.0,0.0
1068,K2-123 b,0.167,0.005,-0.006,0.0,0.571015,0.027528,-0.027586,0.0,4075.67,82.8,-81.14,0.0
1069,K2-124 b,0.051,0.0004,-0.0004,0.0,0.41,0.01,-0.01,0.0,3560.0,51.0,-51.0,0.0
1070,K2-125 b,0.121,0.004,-0.005,0.0,0.402049,0.031322,-0.03056,0.0,3654.47,99.56,-92.33,0.0
1071,K2-126 b,0.0656,0.0004,-0.0004,0.0,0.65,0.01,-0.01,0.0,4339.0,92.0,-92.0,0.0
1072,K2-127 b,0.0411,0.0002,-0.0002,0.0,0.66,0.01,-0.01,0.0,4575.0,74.0,-74.0,0.0
1073,K2-128 b,0.056,0.002,-0.002,0.0,0.777569,0.076202,-0.060808,0.0,4469.51,171.97,-145.15,0.0
1074,K2-129 b,0.057,0.003,-0.004,0.0,0.36001,0.030968,-0.029677,0.0,3459.09,89.05,-83.62,0.0
1075,K2-13 b,0.2245,0.0032,-0.0032,0.0,1.09,0.09,-0.09,0.0,5727.0,88.0,-88.0,0.0
1076,K2-130 b,0.032,0.001,-0.001,0.0,0.744261,0.111278,-0.077683,0.0,4356.47,196.73,-172.4,0.0
1077,K2-131 b,0.00936,0.00014,-0.00014,0.0,0.7595,0.0087,-0.0089,0.0,5120.0,71.0,-71.0,0.0
1078,K2-132 b,0.0916,0.0006,-0.0006,0.0,4.11,0.05,-0.05,0.0,4878.0,70.0,-70.0,0.0
1079,K2-133 b,0.03194,0.00025,-0.00026,0.0,0.455,0.022,-0.022,0.0,3655.0,80.0,-80.0,0.0
1080,K2-133 c,0.04341,0.00034,-0.00035,0.0,0.455,0.022,-0.022,0.0,3655.0,80.0,-80.0,0.0
1081,K2-133 d,0.077,0.005,-0.005,0.0,0.47,0.03,-0.03,0.0,3655.0,80.0,-80.0,0.0
1082,K2-133 e,0.1346,0.0011,-0.0011,0.0,0.455,0.022,-0.022,0.0,3655.0,80.0,-80.0,0.0
1083,K2-136 b,0.0707,0.0012,-0.0012,0.0,0.677,0.027,-0.027,0.0,4500.0,125.0,-75.0,0.0
1084,K2-136 c,0.11728,0.00048,-0.00048,0.0,0.71,0.1,-0.1,0.0,4364.0,70.0,-70.0,0.0
1085,K2-136 d,0.1538,0.0026,-0.0027,0.0,0.677,0.027,-0.027,0.0,4500.0,125.0,-75.0,0.0
1086,K2-137 b,0.0058,0.0006,-0.0006,0.0,0.442,0.044,-0.044,0.0,3492.0,70.0,-70.0,0.0
1087,K2-138 b,0.0338,0.00024,-0.00024,0.0,0.86,0.08,-0.08,0.0,5378.0,60.0,-60.0,0.0
1088,K2-138 c,0.04454,0.00032,-0.00032,0.0,0.86,0.08,-0.08,0.0,5378.0,60.0,-60.0,0.0
1089,K2-138 d,0.0575,0.005,-0.0049,0.0,0.839,0.054,-0.051,0.0,5283.0,122.0,-163.0,0.0
1090,K2-138 e,0.0792,0.0076,-0.0077,0.0,0.839,0.054,-0.051,0.0,5283.0,122.0,-163.0,0.0
1091,K2-138 f,0.1043,0.00074,-0.00075,0.0,0.86,0.08,-0.08,0.0,5378.0,60.0,-60.0,0.0
1092,K2-138 g,0.2287,0.0249,-0.0231,0.0,0.839,0.054,-0.051,0.0,5283.0,122.0,-163.0,0.0
1093,K2-139 b,0.179,0.021,-0.027,0.0,0.862,0.032,-0.032,0.0,5340.0,110.0,-110.0,0.0
1094,K2-14 b,0.061,0.0026,-0.0026,0.0,0.386,0.04,-0.04,0.0,3866.0,60.0,-60.0,0.0
1095,K2-140 b,0.0591,0.0034,-0.0034,0.0,0.987,0.011,-0.011,0.0,5654.0,55.0,-55.0,0.0
1096,K2-141 b,0.00747,0.0001,-0.0001,0.0,0.681,0.018,-0.018,0.0,4570.0,100.0,-100.0,0.0
1097,K2-141 c,0.0683,0.00091,-0.00091,0.0,0.681,0.018,-0.018,0.0,4570.0,100.0,-100.0,0.0
1098,K2-146 b,0.0266,0.001,-0.001,0.0,0.35,0.035,-0.035,0.0,3385.0,70.0,-70.0,0.0
1099,K2-146 c,0.0327,0.0006,-0.0006,0.0,0.35,0.035,-0.035,0.0,3385.0,70.0,-70.0,0.0
1100,K2-147 b,0.01575,0.00026,-0.00027,0.0,0.578,0.028,-0.028,0.0,3690.0,300.0,-300.0,0.0
1101,K2-148 b,0.0454,0.0014,-0.0014,0.0,0.632,0.063,-0.063,0.0,4079.0,70.0,-70.0,0.0
1102,K2-148 c,0.0616,0.0019,-0.0019,0.0,0.632,0.063,-0.063,0.0,4079.0,70.0,-70.0,0.0
1103,K2-148 d,0.0774,0.0024,-0.0024,0.0,0.632,0.063,-0.063,0.0,4079.0,70.0,-70.0,0.0
1104,K2-149 b,0.083,0.0027,-0.0027,0.0,0.568,0.057,-0.057,0.0,3745.0,70.0,-70.0,0.0
1105,K2-15 b,0.0946,0.0027,-0.0027,0.0,0.78,0.09,-0.09,0.0,5314.0,193.0,-193.0,0.0
1106,K2-150 b,0.0727,0.0027,-0.0027,0.0,0.436,0.044,-0.044,0.0,3499.0,70.0,-70.0,0.0
1107,K2-151 b,0.0365,0.0014,-0.0014,0.0,0.429,0.043,-0.043,0.0,3585.0,70.0,-70.0,0.0
1108,K2-152 b,0.1735,0.0054,-0.0054,0.0,0.631,0.063,-0.063,0.0,3940.0,70.0,-70.0,0.0
1109,K2-153 b,0.0601,0.0021,-0.0021,0.0,0.495,0.05,-0.05,0.0,3720.0,70.0,-70.0,0.0
1110,K2-154 b,0.0405,0.0003,-0.0003,0.0,0.63,0.01,-0.01,0.0,4097.0,40.0,-45.0,0.0
1111,K2-154 c,0.0683,0.0021,-0.0021,0.0,0.649,0.065,-0.065,0.0,3978.0,70.0,-70.0,0.0
1112,K2-155 b,0.0546,0.0019,-0.0019,0.0,0.526,0.053,-0.053,0.0,3919.0,70.0,-70.0,0.0
1113,K2-155 c,0.092,0.0032,-0.0032,0.0,0.526,0.053,-0.053,0.0,3919.0,70.0,-70.0,0.0
1114,K2-155 d,0.1937,0.0064,-0.0059,0.0,0.58,0.06,-0.03,0.0,4258.0,150.0,-150.0,0.0
1115,K2-156 b,0.0149,0.0001,-0.0001,0.0,0.66,0.01,-0.01,0.0,4597.0,50.0,-50.0,0.0
1116,K2-157 b,0.00962,0.0001,-0.0001,0.0,0.86,0.019,-0.019,0.0,5334.0,64.0,-64.0,0.0
1117,K2-157 c,0.165,0.0018,-0.0018,0.0,0.86,0.019,-0.019,0.0,5334.0,64.0,-64.0,0.0
1118,K2-157 d,0.309,0.0038,-0.0038,0.0,0.86,0.019,-0.019,0.0,5334.0,64.0,-64.0,0.0
1119,K2-158 b,0.0887,0.0008,-0.0008,0.0,0.95,0.02,-0.02,0.0,5503.0,51.0,-48.0,0.0
1120,K2-158 c,0.0622,0.0006,-0.0006,0.0,0.95,0.02,-0.02,0.0,5503.0,51.0,-48.0,0.0
1121,K2-159 b,0.1013,0.0008,-0.0009,0.0,0.83,0.01,-0.01,0.0,5425.0,44.0,-44.0,0.0
1122,K2-16 b,0.06696,0.00065,-0.00065,0.0,0.67,0.02,-0.02,0.0,4800.0,72.0,-72.0,0.0
1123,K2-16 c,0.1235,0.0012,-0.0012,0.0,0.67,0.02,-0.02,0.0,4800.0,72.0,-72.0,0.0
1124,K2-162 b,0.0795,0.0006,-0.0006,0.0,0.69,0.01,-0.01,0.0,4842.0,49.0,-45.0,0.0
1125,K2-166 b,0.0858,0.001,-0.0009,0.0,1.61,0.04,-0.04,0.0,5960.0,52.0,-53.0,0.0
1126,K2-167 b,0.0999,0.0017,-0.0018,0.0,1.46,0.051,-0.051,0.0,6141.0,92.0,-93.0,0.0
1127,K2-17 b,0.119,0.002,-0.002,0.0,0.66,0.02,-0.03,0.0,4320.0,56.0,-47.0,0.0
1128,K2-174 b,0.126,0.001,-0.001,0.0,0.676,0.008,-0.008,0.0,4455.0,31.0,-29.0,0.0
1129,K2-18 b,0.1591,0.00046,-0.00047,0.0,0.4445,0.0148,-0.0148,0.0,3457.0,39.0,-39.0,0.0
1130,K2-18 c,0.06,0.003,-0.003,0.0,0.411,0.038,-0.038,0.0,3457.0,39.0,-39.0,0.0
1131,K2-180 b,0.075,0.001,-0.001,0.0,0.69,0.02,-0.02,0.0,5110.0,107.0,-107.0,0.0
1132,K2-181 b,0.0714,0.0014,-0.0014,0.0,1.04,0.043,-0.039,0.0,5520.0,100.0,-110.0,0.0
1133,K2-182 b,0.0529,0.0003,-0.0003,0.0,0.8,0.01,-0.01,0.0,5165.0,50.0,-50.0,0.0
1134,K2-183 c,0.0932,0.0012,-0.0012,0.0,0.97,0.02,-0.02,0.0,5519.0,88.0,-88.0,0.0
1135,K2-183 d,0.1527,0.002,-0.002,0.0,0.97,0.02,-0.02,0.0,5519.0,88.0,-88.0,0.0
1136,K2-184 b,0.1685,0.0155,-0.0409,0.0,0.75,0.01,-0.01,0.0,5245.0,34.0,-35.0,0.0
1137,K2-187 b,0.0164,0.0002,-0.0002,0.0,0.92,0.02,-0.02,0.0,5484.0,81.0,-81.0,0.0
1138,K2-187 c,0.0392,0.0005,-0.0005,0.0,0.92,0.02,-0.02,0.0,5484.0,81.0,-81.0,0.0
1139,K2-187 d,0.072,0.0009,-0.0009,0.0,0.92,0.02,-0.02,0.0,5484.0,81.0,-81.0,0.0
1140,K2-187 e,0.1106,0.0013,-0.0013,0.0,0.92,0.02,-0.02,0.0,5484.0,81.0,-81.0,0.0
1141,K2-188 b,0.0289,0.0003,-0.0003,0.0,1.19,0.03,-0.03,0.0,5977.0,87.0,-87.0,0.0
1142,K2-188 c,0.0785,0.0008,-0.0008,0.0,1.19,0.03,-0.03,0.0,5977.0,87.0,-87.0,0.0
1143,K2-189 b,0.0361,0.0004,-0.0004,0.0,0.87,0.01,-0.01,0.0,5519.0,67.0,-67.0,0.0
1144,K2-189 c,0.068,0.0007,-0.0007,0.0,0.87,0.01,-0.01,0.0,5519.0,67.0,-67.0,0.0
1145,K2-19 b,0.074,0.0012,-0.0012,0.0,0.86,0.04,-0.04,0.0,5430.0,60.0,-60.0,0.0
1146,K2-19 c,0.0965,0.0017,-0.0017,0.0,0.81,0.09,-0.05,0.0,5519.0,49.0,-82.0,0.0
1147,K2-19 d,0.0344,0.0006,-0.0006,0.0,0.86,0.04,-0.04,0.0,5430.0,60.0,-60.0,0.0
1148,K2-192 b,0.049,0.0003,-0.0003,0.0,0.81,0.01,-0.01,0.0,5222.0,48.0,-48.0,0.0
1149,K2-193 b,0.1184,0.002,-0.0021,0.0,0.98,0.02,-0.02,0.0,5817.0,173.0,-173.0,0.0
1150,K2-195 b,0.1208,0.0016,-0.0017,0.0,0.99,0.02,-0.02,0.0,5713.0,87.0,-87.0,0.0
1151,K2-197 b,0.0806,0.0006,-0.0007,0.0,0.93,0.01,-0.01,0.0,5667.0,58.0,-58.0,0.0
1152,K2-199 b,0.0382,0.0004,-0.0004,0.0,0.682,0.014,-0.014,0.0,4491.0,100.0,-100.0,0.0
1153,K2-199 c,0.0662,0.0007,-0.0007,0.0,0.682,0.014,-0.014,0.0,4491.0,100.0,-100.0,0.0
1154,K2-203 b,0.0824,0.0011,-0.001,0.0,0.765,0.024,-0.023,0.0,5026.0,82.0,-81.0,0.0
1155,K2-204 b,0.0738,0.002,-0.002,0.0,1.253,0.055,-0.053,0.0,5783.0,100.0,-98.0,0.0
1156,K2-208 b,0.04878,0.00082,-0.00079,0.0,0.872,0.033,-0.03,0.0,5500.0,100.0,-100.0,0.0
1157,K2-21 b,0.0699,0.0018,-0.0018,0.0,0.46,0.033,-0.033,0.0,4006.0,43.0,-43.0,0.0
1158,K2-21 c,0.1026,0.0079,-0.0094,0.0,0.6,0.1,-0.1,0.0,4043.0,375.0,-375.0,0.0
1159,K2-211 b,0.01419,0.00021,-0.0002,0.0,0.818,0.029,-0.027,0.0,5117.0,85.0,-86.0,0.0
1160,K2-212 b,0.0785,0.0006,-0.0006,0.0,0.65,0.01,-0.01,0.0,4272.0,38.0,-38.0,0.0
1161,K2-214 b,0.0834,0.0009,-0.0009,0.0,1.27,0.02,-0.02,0.0,5854.0,85.0,-85.0,0.0
1162,K2-216 b,0.028,0.003,-0.007,0.0,0.72,0.03,-0.03,0.0,4503.0,69.0,-69.0,0.0
1163,K2-22 b,0.0088,0.0008,-0.0008,0.0,0.57,0.06,-0.06,0.0,3830.0,100.0,-100.0,0.0
1164,K2-220 b,0.1104,0.0014,-0.0015,0.0,1.02,0.02,-0.02,0.0,5660.0,92.0,-92.0,0.0
1165,K2-222 b,0.1206,0.0029,-0.0029,0.0,1.115,0.029,-0.029,0.0,5942.0,119.0,-119.0,0.0
1166,K2-223 b,0.0127,0.0001,-0.0001,0.0,0.99,0.01,-0.01,0.0,5835.0,38.0,-40.0,0.0
1167,K2-223 c,0.0549,0.0003,-0.0003,0.0,0.99,0.01,-0.01,0.0,5835.0,38.0,-40.0,0.0
1168,K2-224 b,0.0516,0.0004,-0.0004,0.0,0.84,0.01,-0.01,0.0,5620.0,42.0,-45.0,0.0
1169,K2-224 c,0.0886,0.0007,-0.0007,0.0,0.84,0.01,-0.01,0.0,5620.0,42.0,-45.0,0.0
1170,K2-225 b,0.1409,0.0033,-0.0031,0.0,1.7,0.094,-0.087,0.0,5520.0,140.0,-140.0,0.0
1171,K2-226 b,0.0413,0.0005,-0.0005,0.0,0.91,0.02,-0.02,0.0,5424.0,48.0,-46.0,0.0
1172,K2-228 b,0.0338,0.0003,-0.0003,0.0,0.65,0.01,-0.01,0.0,4715.0,48.0,-46.0,0.0
1173,K2-229 b,0.0131,0.0,0.0,0.0,0.79,0.01,-0.01,0.0,5315.0,35.0,-31.0,0.0
1174,K2-229 c,0.0769,0.0003,-0.0003,0.0,0.79,0.01,-0.01,0.0,5315.0,35.0,-31.0,0.0
1175,K2-230 b,0.0409,0.0003,-0.0002,0.0,1.39,0.04,-0.04,0.0,5945.0,23.0,-25.0,0.0
1176,K2-232 b,0.0991,0.0022,-0.0021,0.0,1.233,0.026,-0.025,0.0,5888.0,71.0,-77.0,0.0
1177,K2-233 b,0.03308,0.0001,-9e-05,0.0,0.71,0.01,-0.01,0.0,5033.0,41.0,-35.0,0.0
1178,K2-233 c,0.06687,0.00088,-0.0009,0.0,0.745,0.025,-0.025,0.0,4950.0,100.0,-100.0,0.0
1179,K2-233 d,0.15224,0.00046,-0.00042,0.0,0.71,0.01,-0.01,0.0,5033.0,41.0,-35.0,0.0
1180,K2-237 b,0.037,0.002,-0.002,0.0,1.43,0.06,-0.07,0.0,6257.0,100.0,-100.0,0.0
1181,K2-238 b,0.046,0.007,-0.006,0.0,1.59,0.16,-0.16,0.0,5630.0,78.0,-78.0,0.0
1182,K2-239 b,0.0441,0.0008,-0.0008,0.0,0.36,0.01,-0.01,0.0,3420.0,18.0,-18.0,0.0
1183,K2-239 c,0.0576,0.0009,-0.0009,0.0,0.36,0.01,-0.01,0.0,3420.0,18.0,-18.0,0.0
1184,K2-239 d,0.0685,0.0012,-0.0012,0.0,0.36,0.01,-0.01,0.0,3420.0,18.0,-18.0,0.0
1185,K2-24 b,0.1577,0.0035,-0.0035,0.0,1.51,0.18,-0.18,0.0,5717.0,83.0,-83.0,0.0
1186,K2-24 c,0.2527,0.0056,-0.0056,0.0,1.51,0.18,-0.18,0.0,5717.0,83.0,-83.0,0.0
1187,K2-240 b,0.0513,0.0009,-0.0009,0.0,0.54,0.01,-0.01,0.0,3810.0,17.0,-17.0,0.0
1188,K2-240 c,0.1159,0.002,-0.002,0.0,0.54,0.01,-0.01,0.0,3810.0,17.0,-17.0,0.0
1189,K2-241 b,0.1567,0.0007,-0.0008,0.0,0.75,0.01,-0.01,0.0,5262.0,43.0,-39.0,0.0
1190,K2-242 b,0.0494,0.0004,-0.0004,0.0,0.37,0.01,-0.01,0.0,3459.0,65.0,-38.0,0.0
1191,K2-243 b,0.1087,0.0014,-0.0014,0.0,1.39,0.03,-0.03,0.0,6570.0,269.0,-171.0,0.0
1192,K2-243 c,0.1817,0.0022,-0.0024,0.0,1.39,0.03,-0.03,0.0,6570.0,269.0,-171.0,0.0
1193,K2-244 b,0.1418,0.001,-0.0011,0.0,0.92,0.02,-0.01,0.0,5677.0,38.0,-39.0,0.0
1194,K2-245 b,0.0959,0.0006,-0.0006,0.0,1.25,0.03,-0.03,0.0,5793.0,66.0,-52.0,0.0
1195,K2-246 b,0.0602,0.0004,-0.0004,0.0,0.94,0.03,-0.03,0.0,5610.0,32.0,-29.0,0.0
1196,K2-247 b,0.0304,0.0004,-0.0004,0.0,0.69,0.02,-0.01,0.0,4667.0,305.0,-183.0,0.0
1197,K2-247 c,0.0615,0.0008,-0.0008,0.0,0.69,0.02,-0.01,0.0,4667.0,305.0,-183.0,0.0
1198,K2-248 b,0.0699,0.001,-0.001,0.0,0.92,0.02,-0.02,0.0,5528.0,97.0,-86.0,0.0
1199,K2-249 b,0.1151,0.003,-0.0031,0.0,1.57,0.06,-0.06,0.0,6504.0,329.0,-419.0,0.0
1200,K2-25 b,0.0287,0.0012,-0.0012,0.0,0.2932,0.0093,-0.0093,0.0,3207.0,58.0,-58.0,0.0
1201,K2-250 b,0.04606,0.00082,-0.00068,0.0,0.797,0.029,-0.027,0.0,5003.0,94.0,-94.0,0.0
1202,K2-251 b,0.0694,0.0005,-0.0005,0.0,0.49,0.01,-0.01,0.0,3717.0,85.0,-50.0,0.0
1203,K2-252 b,0.1041,0.0008,-0.0007,0.0,0.82,0.01,-0.01,0.0,5152.0,41.0,-39.0,0.0
1204,K2-253 b,0.0506,0.001,-0.0011,0.0,1.1,0.04,-0.04,0.0,6027.0,221.0,-240.0,0.0
1205,K2-254 b,0.0448,0.0005,-0.0005,0.0,0.67,0.01,-0.01,0.0,4629.0,168.0,-123.0,0.0
1206,K2-254 c,0.0923,0.001,-0.001,0.0,0.67,0.01,-0.01,0.0,4629.0,168.0,-123.0,0.0
1207,K2-255 b,0.0274,0.0003,-0.0003,0.0,0.69,0.01,-0.01,0.0,4676.0,63.0,-61.0,0.0
1208,K2-257 b,0.0216,0.0002,-0.0002,0.0,0.5,0.01,-0.01,0.0,3725.0,80.0,-46.0,0.0
1209,K2-258 b,0.149,0.0025,-0.0026,0.0,1.31,0.03,-0.03,0.0,6351.0,198.0,-228.0,0.0
1210,K2-259 b,0.1271,0.001,-0.0011,0.0,1.13,0.03,-0.02,0.0,6059.0,62.0,-76.0,0.0
1211,K2-26 b,0.0962,0.0054,-0.0061,0.0,0.52,0.08,-0.08,0.0,3785.0,185.0,-185.0,0.0
1212,K2-260 b,0.0404,0.0013,-0.0016,0.0,1.69,0.03,-0.03,0.0,6367.0,250.0,-250.0,0.0
1213,K2-261 b,0.1034,0.0015,-0.0016,0.0,1.642,0.058,-0.059,0.0,5445.0,77.0,-76.0,0.0
1214,K2-263 b,0.2573,0.003,-0.003,0.0,0.85,0.02,-0.02,0.0,5368.0,44.0,-44.0,0.0
1215,K2-264 b,0.05023,0.00042,-0.00043,0.0,0.473,0.011,-0.011,0.0,3660.0,80.0,-45.0,0.0
1216,K2-264 c,0.11283,0.00095,-0.00097,0.0,0.473,0.011,-0.011,0.0,3660.0,80.0,-45.0,0.0
1217,K2-265 b,0.03359,0.00062,-0.00053,0.0,0.92,0.034,-0.032,0.0,5420.0,100.0,-100.0,0.0
1218,K2-266 b,0.01306,0.0002,-0.00021,0.0,0.703,0.024,-0.022,0.0,4285.0,49.0,-57.0,0.0
1219,K2-266 c,0.0679,0.0011,-0.0011,0.0,0.703,0.024,-0.022,0.0,4285.0,49.0,-57.0,0.0
1220,K2-266 d,0.1035,0.0016,-0.0017,0.0,0.703,0.024,-0.022,0.0,4285.0,49.0,-57.0,0.0
1221,K2-266 e,0.1249,0.0019,-0.002,0.0,0.703,0.024,-0.022,0.0,4285.0,49.0,-57.0,0.0
1222,K2-268 b,0.0308,0.0002,-0.0002,0.0,0.78,0.01,-0.01,0.0,5068.0,51.0,-51.0,0.0
1223,K2-268 c,0.0819,0.0006,-0.0006,0.0,0.78,0.01,-0.01,0.0,5068.0,51.0,-51.0,0.0
1224,K2-269 b,0.0531,0.0006,-0.0006,0.0,1.45,0.06,-0.06,0.0,6209.0,88.0,-88.0,0.0
1225,K2-27 b,0.06702,0.00071,-0.00071,0.0,0.885,0.043,-0.043,0.0,5248.0,60.0,-60.0,0.0
1226,K2-270 b,0.0247,0.0002,-0.0002,0.0,0.77,0.01,-0.01,0.0,4877.0,58.0,-58.0,0.0
1227,K2-270 c,0.0497,0.0004,-0.0004,0.0,0.77,0.01,-0.01,0.0,4877.0,58.0,-58.0,0.0
1228,K2-271 b,0.077,0.0008,-0.0009,0.0,0.99,0.03,-0.03,0.0,5644.0,71.0,-71.0,0.0
1229,K2-272 b,0.1081,0.0016,-0.0017,0.0,0.81,0.01,-0.01,0.0,5419.0,79.0,-79.0,0.0
1230,K2-273 b,0.0974,0.0011,-0.0011,0.0,0.84,0.01,-0.01,0.0,5200.0,67.0,-67.0,0.0
1231,K2-274 b,0.0964,0.0059,-0.0163,0.0,0.7,0.01,-0.01,0.0,5044.0,43.0,-42.0,0.0
1232,K2-275 b,0.04,0.0003,-0.0003,0.0,0.73,0.01,-0.01,0.0,4812.0,59.0,-59.0,0.0
1233,K2-275 c,0.0881,0.0049,-0.0104,0.0,0.69,0.01,-0.01,0.0,4841.0,39.0,-37.0,0.0
1234,K2-276 b,0.1291,0.0011,-0.0011,0.0,0.85,0.02,-0.02,0.0,5139.0,62.0,-62.0,0.0
1235,K2-277 b,0.0664,0.0012,-0.0013,0.0,0.973,0.038,-0.035,0.0,5680.0,120.0,-120.0,0.0
1236,K2-278 b,0.0488,0.0009,-0.0009,0.0,1.61,0.05,-0.05,0.0,6747.0,383.0,-383.0,0.0
1237,K2-279 b,0.067,0.0008,-0.0009,0.0,0.86,0.01,-0.01,0.0,5558.0,70.0,-70.0,0.0
1238,K2-28 b,0.0187,0.003,-0.0039,0.0,0.28,0.031,-0.031,0.0,3290.0,90.0,-90.0,0.0
1239,K2-280 b,0.1461,0.0099,-0.0097,0.0,1.28,0.07,-0.07,0.0,5500.0,100.0,-100.0,0.0
1240,K2-281 b,0.0773,0.0008,-0.0008,0.0,0.76,0.01,-0.01,0.0,4812.0,72.0,-72.0,0.0
1241,K2-282 b,0.0499,0.0006,-0.0007,0.0,0.94,0.02,-0.02,0.0,5523.0,82.0,-82.0,0.0
1242,K2-283 b,0.0291,0.0003,-0.0003,0.0,0.82,0.01,-0.01,0.0,5060.0,70.0,-70.0,0.0
1243,K2-284 b,0.04771,0.00025,-0.00025,0.0,0.607,0.022,-0.022,0.0,4140.0,50.0,-50.0,0.0
1244,K2-285 b,0.03817,0.00095,-0.00092,0.0,0.787,0.016,-0.016,0.0,4975.0,95.0,-95.0,0.0
