,pl_name,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_rad,st_raderr1,st_raderr2,st_radlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim
3796,Kepler-711 b,0.1429,,,0.0,0.721,1.683,-0.071,0.0,4919.0,149.0,-125.0,0.0
3797,Kepler-712 b,0.1378,,,0.0,0.75,0.052,-0.033,0.0,5067.0,102.0,-102.0,0.0
3798,Kepler-712 c,0.6732,,,0.0,0.75,0.052,-0.033,0.0,5067.0,102.0,-102.0,0.0
3799,Kepler-713 b,0.0748,,,0.0,0.919,0.399,-0.074,0.0,5849.0,159.0,-185.0,0.0
3800,Kepler-714 b,0.0832,,,0.0,1.076,0.353,-0.118,0.0,6214.0,174.0,-217.0,0.0
3801,Kepler-715 b,0.0933,,,0.0,1.001,0.396,-0.092,0.0,6063.0,151.0,-196.0,0.0
3802,Kepler-716 b,0.0873,,,0.0,0.888,0.049,-0.077,0.0,5121.0,76.0,-84.0,0.0
3803,Kepler-716 c,0.0461,,,0.0,0.751,0.155,-0.056,0.0,5174.0,174.0,-135.0,0.0
3804,Kepler-717 b,0.052,,,0.0,0.961,0.285,-0.122,0.0,6007.0,189.0,-189.0,0.0
3805,Kepler-718 b,0.0331,,,0.0,1.051,0.625,-0.095,0.0,6015.0,162.0,-237.0,0.0
3806,Kepler-719 b,0.0557,,,0.0,0.835,0.32,-0.068,0.0,5861.0,162.0,-172.0,0.0
3807,Kepler-720 b,0.052,,,0.0,0.97,0.55,-0.55,0.0,5475.0,120.0,-120.0,0.0
3808,Kepler-721 b,0.0581,,,0.0,0.802,0.148,-0.052,0.0,5192.0,182.0,-146.0,0.0
3809,Kepler-722 b,0.051,,,0.0,0.95,0.32,-0.32,0.0,6050.0,108.0,-108.0,0.0
3810,Kepler-722 c,0.4471,,,0.0,0.999,0.324,-0.094,0.0,6077.0,144.0,-199.0,0.0
3811,Kepler-723 b,0.0477,,,0.0,0.797,0.316,-0.06,0.0,5649.0,166.0,-140.0,0.0
3812,Kepler-724 b,0.041,,,0.0,0.88,0.43,-0.43,0.0,5513.0,107.0,-107.0,0.0
3813,Kepler-725 b,0.22078,0.00137,-0.00137,0.0,0.802,0.027,-0.026,0.0,5399.0,60.0,-60.0,0.0
3814,Kepler-726 b,0.1406,,,0.0,0.708,0.127,-0.051,0.0,5481.0,163.0,-146.0,0.0
3815,Kepler-727 b,0.0546,,,0.0,0.884,0.361,-0.101,0.0,5431.0,177.0,-141.0,0.0
3816,Kepler-728 b,0.0625,,,0.0,0.891,0.369,-0.071,0.0,5897.0,163.0,-175.0,0.0
3817,Kepler-729 b,0.0432,,,0.0,0.998,0.318,-0.106,0.0,6007.0,169.0,-211.0,0.0
3818,Kepler-730 b,0.0694,0.0016,-0.0012,0.0,1.411,0.049,-0.051,0.0,5620.0,55.0,-59.0,0.0
3819,Kepler-730 c,0.03997,0.00089,-0.00069,0.0,1.411,0.049,-0.051,0.0,5620.0,55.0,-59.0,0.0
3820,Kepler-731 b,0.0505,,,0.0,1.046,0.292,-0.104,0.0,6033.0,193.0,-265.0,0.0
3821,Kepler-732 b,0.0677,,,0.0,0.44,0.06,-0.06,0.0,3581.0,65.0,-50.0,0.0
3822,Kepler-732 c,0.014,,,0.0,0.44,0.06,-0.06,0.0,3581.0,65.0,-50.0,0.0
3823,Kepler-733 b,0.1483,,,0.0,0.88,0.307,-0.059,0.0,5537.0,152.0,-149.0,0.0
3824,Kepler-734 b,0.0617,,,0.0,0.874,1.642,-0.228,0.0,5112.0,91.0,-102.0,0.0
3825,Kepler-735 b,0.0966,,,0.0,0.803,0.149,-0.049,0.0,5173.0,169.0,-140.0,0.0
3826,Kepler-736 b,0.0446,,,0.0,0.81,0.233,-0.054,0.0,5335.0,169.0,-137.0,0.0
3827,Kepler-737 b,0.1422,,,0.0,0.461,0.04,-0.053,0.0,3755.0,75.0,-84.0,0.0
3828,Kepler-738 b,0.16,,,0.0,0.79,0.14,-0.14,0.0,5493.0,73.0,-73.0,0.0
3829,Kepler-739 b,0.1054,,,0.0,0.904,0.334,-0.076,0.0,5997.0,155.0,-183.0,0.0
3830,Kepler-74 b,0.0801,,,0.0,1.498,0.095,-0.131,0.0,6056.0,112.0,-154.0,0.0
3831,Kepler-740 b,0.045,,,0.0,0.83,0.79,-0.79,0.0,5669.0,128.0,-128.0,0.0
3832,Kepler-741 b,0.074,,,0.0,1.032,0.517,-0.091,0.0,6319.0,163.0,-210.0,0.0
3833,Kepler-742 b,0.0744,,,0.0,0.81,0.049,-0.079,0.0,4743.0,142.0,-142.0,0.0
3834,Kepler-743 b,0.0418,,,0.0,0.857,0.101,-0.04,0.0,5511.0,98.0,-120.0,0.0
3835,Kepler-744 b,0.1049,,,0.0,1.592,0.711,-0.504,0.0,5957.0,169.0,-181.0,0.0
3836,Kepler-745 b,0.09,,,0.0,0.88,0.41,-0.41,0.0,5841.0,113.0,-113.0,0.0
3837,Kepler-746 b,0.0437,,,0.0,1.061,0.166,-0.128,0.0,5473.0,103.0,-91.0,0.0
3838,Kepler-747 b,0.1916,,,0.0,0.779,0.239,-0.079,0.0,5123.0,169.0,-131.0,0.0
3839,Kepler-748 b,0.0745,,,0.0,0.961,0.297,-0.099,0.0,5922.0,184.0,-205.0,0.0
3840,Kepler-749 b,0.1054,,,0.0,0.502,0.025,-0.035,0.0,4719.0,129.0,-152.0,0.0
3841,Kepler-75 b,0.08,0.005,-0.005,0.0,0.88,0.04,-0.04,0.0,5330.0,120.0,-120.0,0.0
3842,Kepler-750 b,0.091,,,0.0,1.02,0.3,-0.3,0.0,6243.0,200.0,-200.0,0.0
3843,Kepler-750 c,0.0533,,,0.0,1.86,0.259,-0.481,0.0,5897.0,79.0,-79.0,0.0
3844,Kepler-751 b,0.1263,,,0.0,0.966,0.369,-0.122,0.0,5568.0,166.0,-145.0,0.0
3845,Kepler-752 b,0.1353,,,0.0,0.86,0.372,-0.07,0.0,5687.0,168.0,-156.0,0.0
3846,Kepler-753 b,0.0508,,,0.0,0.52,0.06,-0.06,0.0,3937.0,163.0,-61.0,0.0
3847,Kepler-754 b,0.116,,,0.0,0.966,0.381,-0.101,0.0,5959.0,166.0,-187.0,0.0
3848,Kepler-755 b,0.02156,0.00023,-0.00023,0.0,0.821,0.023,-0.022,0.0,5067.0,60.0,-60.0,0.0
3849,Kepler-755 c,0.0355,,,0.0,0.771,0.969,-0.08,0.0,5095.0,157.0,-136.0,0.0
3850,Kepler-756 b,0.0217,,,0.0,0.827,0.344,-0.065,0.0,5573.0,169.0,-143.0,0.0
3851,Kepler-757 b,0.0191,,,0.0,0.806,0.287,-0.063,0.0,5559.0,155.0,-145.0,0.0
3852,Kepler-758 b,0.1114,,,0.0,1.351,0.677,-0.244,0.0,6692.0,154.0,-280.0,0.0
3853,Kepler-758 c,0.0597,,,0.0,1.351,0.677,-0.244,0.0,6692.0,154.0,-280.0,0.0
3854,Kepler-758 d,0.1582,,,0.0,1.351,0.677,-0.244,0.0,6692.0,154.0,-280.0,0.0
3855,Kepler-758 e,0.0829,0.00104,-0.00104,0.0,1.518,0.058,-0.055,0.0,6360.0,60.0,-60.0,0.0
3856,Kepler-759 b,0.2329,,,0.0,0.973,0.294,-0.126,0.0,5907.0,159.0,-195.0,0.0
3857,Kepler-76 b,0.0274,0.002,-0.0019,0.0,1.32,0.08,-0.08,0.0,6409.0,95.0,-95.0,0.0
3858,Kepler-760 b,0.0805,,,0.0,1.119,0.421,-0.216,0.0,5423.0,185.0,-149.0,0.0
3859,Kepler-760 c,0.0347,,,0.0,1.119,0.421,-0.216,0.0,5423.0,185.0,-149.0,0.0
3860,Kepler-761 b,0.0904,,,0.0,1.007,0.376,-0.122,0.0,6124.0,164.0,-191.0,0.0
3861,Kepler-762 b,0.0493,,,0.0,1.075,0.364,-0.121,0.0,6322.0,175.0,-263.0,0.0
3862,Kepler-763 b,0.0212,,,0.0,0.793,0.203,-0.056,0.0,5258.0,177.0,-149.0,0.0
3863,Kepler-763 c,0.048,,,0.0,0.793,0.203,-0.056,0.0,5258.0,177.0,-149.0,0.0
3864,Kepler-763 d,0.0634,,,0.0,0.843,0.04,-0.06,0.0,4999.0,79.0,-79.0,0.0
3865,Kepler-764 b,0.0722,,,0.0,0.847,0.372,-0.067,0.0,5798.0,163.0,-159.0,0.0
3866,Kepler-765 b,0.1754,,,0.0,1.017,0.363,-0.133,0.0,6036.0,157.0,-173.0,0.0
3867,Kepler-766 b,0.066,,,0.0,0.91,0.4,-0.4,0.0,5938.0,136.0,-136.0,0.0
3868,Kepler-767 b,0.5733,,,0.0,0.867,0.296,-0.066,0.0,5870.0,160.0,-169.0,0.0
3869,Kepler-768 b,0.0926,,,0.0,0.76,0.086,-0.058,0.0,4999.0,154.0,-139.0,0.0
3870,Kepler-769 b,0.0763,,,0.0,1.009,0.41,-0.096,0.0,6225.0,156.0,-209.0,0.0
3871,Kepler-769 c,0.1272,,,0.0,1.009,0.41,-0.096,0.0,6225.0,156.0,-209.0,0.0
3872,Kepler-77 b,0.0468,0.0003,-0.0003,0.0,0.984,0.025,-0.025,0.0,5596.0,60.0,-60.0,0.0
3873,Kepler-770 b,0.135,,,0.0,0.81,0.37,-0.37,0.0,5552.0,71.0,-71.0,0.0
3874,Kepler-770 c,0.0309,,,0.0,4.885,0.701,-1.636,0.0,4941.0,49.0,-118.0,0.0
3875,Kepler-770 d,0.0616,,,0.0,4.885,0.701,-1.636,0.0,4941.0,49.0,-118.0,0.0
3876,Kepler-771 b,0.0843,,,0.0,0.96,0.408,-0.086,0.0,5982.0,156.0,-195.0,0.0
3877,Kepler-772 b,0.1056,,,0.0,1.212,0.437,-0.257,0.0,5721.0,160.0,-153.0,0.0
3878,Kepler-773 b,0.04682,0.00053,-0.00053,0.0,1.043,0.025,-0.025,0.0,5736.0,60.0,-60.0,0.0
3879,Kepler-774 b,0.107,,,0.0,1.58,0.23,-0.23,0.0,6405.0,50.0,-50.0,0.0
3880,Kepler-775 b,0.019,,,0.0,0.878,0.051,-0.051,0.0,5480.0,50.0,-50.0,0.0
3881,Kepler-776 b,0.051,,,0.0,0.73,0.72,-0.72,0.0,5023.0,86.0,-86.0,0.0
3882,Kepler-777 b,0.0526,,,0.0,0.57,0.09,-0.09,0.0,4065.0,577.0,-137.0,0.0
3883,Kepler-778 b,0.0453,,,0.0,0.788,0.213,-0.058,0.0,5311.0,180.0,-145.0,0.0
3884,Kepler-779 b,0.059,,,0.0,0.517,0.027,-0.027,0.0,4018.0,200.0,-200.0,0.0
3885,Kepler-78 b,0.00901,0.00012,-0.00019,0.0,0.7475,0.0077,-0.0078,0.0,5058.0,50.0,-50.0,0.0
3886,Kepler-780 b,0.015,,,0.0,1.037,0.162,-0.099,0.0,5718.0,104.0,-115.0,0.0
3887,Kepler-781 b,0.1019,,,0.0,0.728,0.112,-0.06,0.0,5333.0,159.0,-143.0,0.0
3888,Kepler-782 b,0.5444,,,0.0,1.034,0.149,-0.164,0.0,5751.0,103.0,-103.0,0.0
3889,Kepler-783 b,0.0487,,,0.0,1.114,0.378,-0.239,0.0,5775.0,164.0,-140.0,0.0
3890,Kepler-783 c,0.0684,,,0.0,0.863,0.073,-0.065,0.0,5357.0,107.0,-107.0,0.0
3891,Kepler-784 b,0.1997,,,0.0,1.791,0.463,-0.455,0.0,5611.0,110.0,-98.0,0.0
3892,Kepler-784 c,0.14719,0.00064,-0.00064,0.0,2.789,0.076,-0.074,0.0,5640.0,60.0,-60.0,0.0
3893,Kepler-785 b,0.0249,,,0.0,0.5,0.11,-0.11,0.0,3806.0,388.0,-132.0,0.0
3894,Kepler-786 b,0.2554,,,0.0,0.725,0.044,-0.023,0.0,4744.0,94.0,-94.0,0.0
3895,Kepler-787 b,0.017,,,0.0,0.72,0.11,-0.11,0.0,4894.0,607.0,-904.0,0.0
3896,Kepler-788 b,0.0832,,,0.0,1.031,0.488,-0.095,0.0,6297.0,173.0,-213.0,0.0
3897,Kepler-789 b,0.0836,,,0.0,0.988,0.413,-0.094,0.0,6178.0,162.0,-201.0,0.0
3898,Kepler-79 b,0.11929,0.00111,-0.00111,0.0,1.316,0.038,-0.037,0.0,6389.0,60.0,-60.0,0.0
3899,Kepler-79 c,0.1829,,,0.0,1.037,0.467,-0.098,0.0,6388.0,160.0,-214.0,0.0
3900,Kepler-79 d,0.2807,,,0.0,1.037,0.467,-0.098,0.0,6388.0,160.0,-214.0,0.0
3901,Kepler-79 e,0.39,,,0.0,1.403,0.252,-0.252,0.0,6189.0,100.0,-100.0,0.0
3902,Kepler-790 b,0.101,,,0.0,0.772,0.239,-0.081,0.0,5196.0,170.0,-136.0,0.0
3903,Kepler-791 b,0.122,,,0.0,1.06,0.42,-0.42,0.0,6321.0,109.0,-109.0,0.0
3904,Kepler-792 b,0.0991,,,0.0,0.994,0.405,-0.103,0.0,5948.0,163.0,-190.0,0.0
3905,Kepler-793 b,0.0491,,,0.0,1.047,0.365,-0.18,0.0,5776.0,168.0,-153.0,0.0
3906,Kepler-794 b,0.0972,,,0.0,1.087,0.184,-0.112,0.0,5993.0,108.0,-125.0,0.0
3907,Kepler-795 b,0.185,,,0.0,1.05,0.4,-0.4,0.0,5870.0,85.0,-85.0,0.0
3908,Kepler-796 b,0.0697,,,0.0,1.878,0.553,-0.439,0.0,5353.0,115.0,-92.0,0.0
3909,Kepler-797 b,0.17,,,0.0,0.86,0.52,-0.52,0.0,5612.0,85.0,-85.0,0.0
3910,Kepler-798 b,0.118,,,0.0,1.156,0.604,-0.143,0.0,6428.0,143.0,-255.0,0.0
3911,Kepler-799 b,0.5167,,,0.0,1.593,0.245,-0.368,0.0,5588.0,83.0,-75.0,0.0
3912,Kepler-799 c,0.1247,,,0.0,1.012,0.489,-0.087,0.0,6063.0,156.0,-235.0,0.0
3913,Kepler-8 b,0.0473,,,0.0,1.451,0.117,-0.129,0.0,6225.0,114.0,-158.0,0.0
3914,Kepler-80 b,0.0604,,,0.0,0.57,0.07,-0.07,0.0,4040.0,64.0,-175.0,0.0
3915,Kepler-80 c,0.07903,0.00065,-0.00065,0.0,0.677,0.02,-0.019,0.0,4665.0,60.0,-60.0,0.0
3916,Kepler-80 d,0.0347,,,0.0,0.57,0.07,-0.07,0.0,4040.0,64.0,-175.0,0.0
3917,Kepler-80 e,0.0457,,,0.0,0.57,0.07,-0.07,0.0,4040.0,64.0,-175.0,0.0
3918,Kepler-80 f,0.0175,0.0002,-0.0002,0.0,0.678,0.023,-0.023,0.0,4540.0,100.0,-100.0,0.0
3919,Kepler-800 b,0.1107,,,0.0,0.824,0.346,-0.064,0.0,5626.0,164.0,-150.0,0.0
3920,Kepler-801 b,0.0793,,,0.0,0.49,0.08,-0.08,0.0,3822.0,212.0,,0.0
3921,Kepler-802 b,0.2272,,,0.0,0.872,0.359,-0.065,0.0,5674.0,157.0,-149.0,0.0
3922,Kepler-803 b,0.2551,,,0.0,0.945,0.367,-0.114,0.0,5642.0,154.0,-139.0,0.0
3923,Kepler-804 b,0.115,,,0.0,0.88,0.36,-0.36,0.0,5835.0,69.0,-69.0,0.0
3924,Kepler-804 c,0.0873,,,0.0,1.031,0.185,-0.101,0.0,5775.0,111.0,-117.0,0.0
3925,Kepler-805 b,0.1996,,,0.0,1.592,0.05,-0.05,0.0,6034.0,92.0,-92.0,0.0
3926,Kepler-806 b,0.07684,0.00053,-0.00053,0.0,1.558,0.036,-0.035,0.0,5737.0,60.0,-60.0,0.0
3927,Kepler-808 b,0.0116,,,0.0,0.53,0.038,-0.046,0.0,4441.0,133.0,-146.0,0.0
3928,Kepler-809 b,0.2901,,,0.0,0.962,0.38,-0.087,0.0,5949.0,163.0,-200.0,0.0
3929,Kepler-81 b,0.0522,0.00221,-0.00221,0.0,0.52,0.07,-0.07,0.0,3896.0,237.0,-50.0,0.0
3930,Kepler-81 c,0.08347,0.00353,-0.00353,0.0,0.52,0.07,-0.07,0.0,3896.0,237.0,-50.0,0.0
3931,Kepler-81 d,0.1207,,,0.0,0.52,0.07,-0.07,0.0,3896.0,237.0,-50.0,0.0
3932,Kepler-810 b,0.055,,,0.0,0.959,0.364,-0.086,0.0,5999.0,163.0,-205.0,0.0
3933,Kepler-811 b,0.1583,,,0.0,1.354,0.211,-0.317,0.0,5655.0,113.0,-101.0,0.0
3934,Kepler-812 b,0.102,,,0.0,1.42,0.66,-0.66,0.0,7110.0,129.0,-129.0,0.0
3935,Kepler-813 b,0.1439,,,0.0,1.71,0.249,-0.427,0.0,5372.0,88.0,-64.0,0.0
3936,Kepler-814 b,0.0676,,,0.0,1.033,0.476,-0.087,0.0,6341.0,159.0,-198.0,0.0
3937,Kepler-815 b,0.0905,,,0.0,3.549,0.104,-0.104,0.0,5048.0,75.0,-75.0,0.0
3938,Kepler-816 b,0.0893,,,0.0,0.784,0.157,-0.054,0.0,5122.0,209.0,-160.0,0.0
3939,Kepler-817 b,0.05,,,0.0,0.75,0.3,-0.3,0.0,5666.0,200.0,-200.0,0.0
3940,Kepler-818 b,0.091,,,0.0,0.88,0.28,-0.28,0.0,5843.0,93.0,-93.0,0.0
3941,Kepler-819 b,0.1899,,,0.0,0.76,0.206,-0.057,0.0,5307.0,173.0,-143.0,0.0
3942,Kepler-82 b,0.169,,,0.0,0.9,0.41,-0.41,0.0,5700.0,106.0,-106.0,0.0
3943,Kepler-82 c,0.2681,,,0.0,0.928,0.382,-0.084,0.0,5739.0,163.0,-164.0,0.0
3944,Kepler-82 d,0.0345,,,0.0,0.928,0.382,-0.084,0.0,5739.0,163.0,-164.0,0.0
3945,Kepler-82 e,0.0621,,,0.0,0.929,0.104,-0.069,0.0,5427.0,108.0,-108.0,0.0
3946,Kepler-820 b,0.5102,,,0.0,1.689,0.741,-0.582,0.0,6205.0,182.0,-205.0,0.0
3947,Kepler-821 b,0.0282,,,0.0,0.778,0.153,-0.063,0.0,5155.0,172.0,-140.0,0.0
3948,Kepler-822 b,0.0412,,,0.0,0.96,0.362,-0.12,0.0,5823.0,164.0,-156.0,0.0
3949,Kepler-823 b,0.0523,,,0.0,1.183,0.582,-0.192,0.0,5739.0,171.0,-199.0,0.0
3950,Kepler-824 b,0.0568,,,0.0,1.204,0.786,-0.171,0.0,6235.0,171.0,-253.0,0.0
3951,Kepler-825 b,0.0453,,,0.0,0.969,0.346,-0.134,0.0,6224.0,175.0,-186.0,0.0
3952,Kepler-825 c,0.0759,,,0.0,0.969,0.346,-0.134,0.0,6224.0,175.0,-186.0,0.0
3953,Kepler-826 b,0.0528,,,0.0,1.257,0.197,-0.241,0.0,6060.0,120.0,-132.0,0.0
3954,Kepler-827 b,0.2648,,,0.0,0.833,0.28,-0.067,0.0,5735.0,159.0,-157.0,0.0
3955,Kepler-828 b,0.0125,,,0.0,0.853,0.039,-0.072,0.0,5073.0,83.0,-76.0,0.0
3956,Kepler-829 b,0.0679,,,0.0,0.802,0.34,-0.061,0.0,5693.0,156.0,-146.0,0.0
3957,Kepler-83 b,0.0714,,,0.0,0.509,0.032,-0.046,0.0,3906.0,78.0,-86.0,0.0
3958,Kepler-83 c,0.1154,,,0.0,0.509,0.032,-0.046,0.0,3906.0,78.0,-86.0,0.0
3959,Kepler-83 d,0.051,,,0.0,0.607,0.029,-0.029,0.0,4648.0,100.0,-100.0,0.0
3960,Kepler-830 b,0.0968,,,0.0,0.998,0.373,-0.122,0.0,6241.0,177.0,-207.0,0.0
3961,Kepler-831 b,0.062,,,0.0,0.89,0.22,-0.22,0.0,5870.0,70.0,-70.0,0.0
3962,Kepler-832 b,0.075,,,0.0,0.993,0.286,-0.114,0.0,6014.0,190.0,-211.0,0.0
3963,Kepler-833 b,0.117,,,0.0,0.575,0.012,-0.012,0.0,4373.0,65.0,-65.0,0.0
3964,Kepler-834 b,0.0862,,,0.0,0.45,0.082,-0.11,0.0,3751.0,219.0,-219.0,0.0
3965,Kepler-835 b,0.102,,,0.0,1.01,0.37,-0.37,0.0,6188.0,135.0,-135.0,0.0
3966,Kepler-836 b,0.1016,,,0.0,1.017,0.466,-0.094,0.0,6244.0,157.0,-200.0,0.0
3967,Kepler-837 b,0.1144,,,0.0,0.855,0.494,-0.128,0.0,5818.0,193.0,-152.0,0.0
3968,Kepler-838 b,0.1266,,,0.0,1.021,0.447,-0.093,0.0,6178.0,155.0,-196.0,0.0
3969,Kepler-839 b,0.2281,,,0.0,1.138,0.678,-0.134,0.0,6228.0,153.0,-194.0,0.0
3970,Kepler-84 b,0.0831,,,0.0,1.022,0.41,-0.115,0.0,6028.0,161.0,-196.0,0.0
3971,Kepler-84 c,0.1078,,,0.0,1.022,0.41,-0.115,0.0,6028.0,161.0,-196.0,0.0
3972,Kepler-84 d,0.052,,,0.0,1.169,0.219,-0.219,0.0,6031.0,143.0,-143.0,0.0
3973,Kepler-84 e,0.181,,,0.0,1.169,0.219,-0.219,0.0,6031.0,143.0,-143.0,0.0
3974,Kepler-84 f,0.2465,,,0.0,1.022,0.41,-0.115,0.0,6028.0,161.0,-196.0,0.0
3975,Kepler-841 b,0.4494,,,0.0,0.72,0.184,-0.05,0.0,5446.0,179.0,-147.0,0.0
3976,Kepler-842 b,0.0204,,,0.0,0.714,0.081,-0.054,0.0,4845.0,143.0,-132.0,0.0
3977,Kepler-843 b,0.0315,,,0.0,0.894,0.31,-0.07,0.0,5868.0,156.0,-171.0,0.0
3978,Kepler-844 b,0.031,,,0.0,0.541,0.011,-0.011,0.0,4168.0,73.0,-73.0,0.0
3979,Kepler-845 b,0.017,,,0.0,0.783,0.107,-0.07,0.0,4911.0,157.0,-128.0,0.0
3980,Kepler-846 b,0.142,,,0.0,0.86,0.31,-0.31,0.0,5781.0,85.0,-85.0,0.0
3981,Kepler-847 b,0.0322,,,0.0,0.853,1.37,-0.08,0.0,4876.0,153.0,-124.0,0.0
3982,Kepler-848 b,0.0703,,,0.0,0.99,0.384,-0.113,0.0,5907.0,166.0,-180.0,0.0
3983,Kepler-849 b,1.1084,,,0.0,1.886,0.351,-0.47,0.0,5858.0,126.0,-110.0,0.0
3984,Kepler-85 b,0.0766,,,0.0,0.873,0.09,-0.068,0.0,5435.0,109.0,-109.0,0.0
3985,Kepler-85 c,0.1046,,,0.0,0.872,0.349,-0.067,0.0,5695.0,164.0,-155.0,0.0
3986,Kepler-85 d,0.13162,0.00077,-0.00077,0.0,0.853,0.026,-0.025,0.0,5520.0,60.0,-60.0,0.0
3987,Kepler-85 e,0.165,,,0.0,0.84,0.36,-0.36,0.0,5666.0,99.0,,0.0
3988,Kepler-850 b,0.0744,,,0.0,0.991,0.358,-0.09,0.0,6185.0,155.0,-197.0,0.0
3989,Kepler-851 b,0.08,,,0.0,0.98,0.47,-0.47,0.0,5803.0,118.0,-118.0,0.0
3990,Kepler-852 b,0.2492,,,0.0,1.25,0.57,-0.233,0.0,6354.0,169.0,-212.0,0.0
3991,Kepler-853 b,0.0777,,,0.0,1.137,0.327,-0.07,0.0,6343.0,86.0,-185.0,0.0
3992,Kepler-855 b,0.0762,,,0.0,1.135,0.409,-0.199,0.0,5847.0,184.0,-188.0,0.0
3993,Kepler-856 b,0.0787,,,0.0,0.887,0.237,-0.079,0.0,5569.0,183.0,-183.0,0.0
3994,Kepler-857 b,0.3629,,,0.0,0.804,0.269,-0.063,0.0,5635.0,153.0,-149.0,0.0
3995,Kepler-858 b,0.342,,,0.0,0.982,0.063,-0.063,0.0,5493.0,59.0,-59.0,0.0
3996,Kepler-859 b,0.1345,,,0.0,0.808,0.028,-0.055,0.0,4883.0,77.0,-87.0,0.0
3997,Kepler-860 b,0.058,,,0.0,0.954,0.399,-0.093,0.0,5869.0,178.0,-201.0,0.0
3998,Kepler-861 b,0.0463,,,0.0,0.836,0.214,-0.065,0.0,5155.0,183.0,-139.0,0.0
3999,Kepler-862 b,0.039,,,0.0,0.873,0.463,-0.102,0.0,5258.0,214.0,-165.0,0.0
4000,Kepler-863 b,0.122,,,0.0,0.92,0.67,-0.67,0.0,5880.0,122.0,-122.0,0.0
4001,Kepler-864 b,0.064,,,0.0,0.95,0.4,-0.4,0.0,6034.0,155.0,-155.0,0.0
4002,Kepler-864 c,0.0382,,,0.0,1.195,0.351,-0.14,0.0,6213.0,173.0,-259.0,0.0
4003,Kepler-865 b,0.1057,,,0.0,0.885,0.469,-0.118,0.0,5440.0,175.0,-148.0,0.0
4004,Kepler-865 c,0.061,,,0.0,0.885,0.469,-0.118,0.0,5440.0,175.0,-148.0,0.0
4005,Kepler-866 b,0.0331,,,0.0,0.724,0.083,-0.067,0.0,4831.0,152.0,-127.0,0.0
4006,Kepler-867 b,0.5154,,,0.0,0.739,0.204,-0.05,0.0,5514.0,175.0,-139.0,0.0
4007,Kepler-868 b,0.058,,,0.0,0.93,0.33,-0.33,0.0,5963.0,99.0,,0.0
4008,Kepler-869 b,0.2241,,,0.0,0.838,0.359,-0.066,0.0,5812.0,157.0,-151.0,0.0
4009,Kepler-87 b,0.4589,,,0.0,1.293,0.572,-0.288,0.0,5991.0,189.0,-202.0,0.0
4010,Kepler-87 c,0.676,0.037,-0.04,0.0,1.82,0.04,-0.04,0.0,5600.0,50.0,-50.0,0.0
4011,Kepler-870 b,0.1539,,,0.0,0.992,0.316,-0.105,0.0,6170.0,170.0,-233.0,0.0
4012,Kepler-871 b,0.1572,,,0.0,0.951,0.294,-0.084,0.0,5900.0,173.0,-188.0,0.0
4013,Kepler-872 b,0.0362,,,0.0,0.853,0.246,-0.077,0.0,5743.0,154.0,-171.0,0.0
4014,Kepler-873 b,0.1568,,,0.0,1.137,0.6,-0.131,0.0,6343.0,153.0,-237.0,0.0
4015,Kepler-874 b,0.232,,,0.0,1.03,0.43,-0.43,0.0,6061.0,107.0,-107.0,0.0
4016,Kepler-875 b,0.1771,,,0.0,0.88,0.278,-0.087,0.0,5783.0,157.0,-175.0,0.0
4017,Kepler-876 b,0.0563,,,0.0,0.802,0.178,-0.054,0.0,5192.0,201.0,-165.0,0.0
4018,Kepler-877 b,0.128,,,0.0,0.83,0.69,-0.69,0.0,5372.0,82.0,-82.0,0.0
4019,Kepler-878 b,0.165,,,0.0,0.796,0.066,-0.028,0.0,5167.0,82.0,-82.0,0.0
4020,Kepler-879 b,0.199,,,0.0,0.99,0.38,-0.38,0.0,5803.0,108.0,-108.0,0.0
4021,Kepler-880 b,0.0854,,,0.0,1.448,1.091,-0.223,0.0,6915.0,162.0,-247.0,0.0
4022,Kepler-880 c,0.1216,,,0.0,2.599,0.523,-0.85,0.0,6900.0,184.0,-204.0,0.0
4023,Kepler-881 b,0.0546,,,0.0,1.033,0.452,-0.087,0.0,6210.0,166.0,-192.0,0.0
4024,Kepler-882 b,0.0451,,,0.0,0.693,0.114,-0.049,0.0,5208.0,160.0,-130.0,0.0
4025,Kepler-883 b,0.102,,,0.0,0.945,0.349,-0.128,0.0,6212.0,159.0,-166.0,0.0
4026,Kepler-884 b,0.063,,,0.0,1.06,0.43,-0.43,0.0,6069.0,78.0,-78.0,0.0
4027,Kepler-885 b,0.1432,,,0.0,1.36,0.244,-0.199,0.0,6109.0,110.0,-134.0,0.0
4028,Kepler-886 b,0.067,,,0.0,1.259,0.207,-0.207,0.0,5810.0,79.0,-79.0,0.0
4029,Kepler-887 b,0.1543,,,0.0,1.173,0.741,-0.143,0.0,6422.0,148.0,-223.0,0.0
4030,Kepler-887 c,0.0801,0.00072,-0.00072,0.0,1.367,0.036,-0.035,0.0,6207.0,60.0,-60.0,0.0
4031,Kepler-888 b,0.3341,,,0.0,1.147,0.49,-0.174,0.0,6174.0,158.0,-180.0,0.0
4032,Kepler-889 b,0.0486,,,0.0,1.225,0.258,-0.159,0.0,5849.0,99.0,-126.0,0.0
